x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
0.6018476486206055,0.7076183557510376,0.7578932046890259,0.6680257320404053,0.5496391654014587,0.6232612729072571,0.594278872013092,0.5855058431625366,0.5799224376678467,0.5298396944999695,0.5036836862564087,0.5559601187705994,0.5783447623252869,0.4569944739341736,0.4316607117652893,0.497611939907074,0.5155410766601562,0.395388126373291,0.36887529492378235,0.42610740661621094,0.4416380524635315,0.7380591630935669,0.6525089144706726,0.5322719216346741,0.462458074092865,0.47135114669799805,0.43383973836898804,0.29892197251319885,0.2251282036304474,0.1630123257637024,0.46737679839134216,0.4055940508842468,0.5063489675521851,0.548709511756897,0.513724148273468,0.4563974440097809,0.5450182557106018,0.5755046606063843,0.569180965423584,0.5111656188964844,0.5585733652114868,0.5753700733184814,-0.00037027630605734885,-0.11534149199724197,-0.1834671050310135,-0.22278006374835968,-0.2038697898387909,-0.09501500427722931,-0.15304186940193176,-0.17315970361232758,-0.19840292632579803,-0.09657800197601318,-0.23442071676254272,-0.20851515233516693,-0.16409198939800262,-0.11905371397733688,-0.2536434531211853,-0.22358791530132294,-0.1871320605278015,-0.15138867497444153,-0.23329921066761017,-0.2304912954568863,-0.22643987834453583
0.5446362495422363,0.687455415725708,0.7429494261741638,0.7469073534011841,0.770377516746521,0.5568203330039978,0.5570271015167236,0.5494856834411621,0.535140872001648,0.44222649931907654,0.399888813495636,0.3744033873081207,0.34885066747665405,0.35065096616744995,0.28148412704467773,0.2467370182275772,0.21775409579277039,0.27647531032562256,0.18918496370315552,0.14291340112686157,0.10180068016052246,0.7520738840103149,0.6689103245735168,0.5205684304237366,0.38800254464149475,0.29053857922554016,0.3931090533733368,0.23945912718772888,0.16325317323207855,0.10420829057693481,0.4044400453567505,0.2419612556695938,0.15388059616088867,0.09321466088294983,0.44591614603996277,0.2985578179359436,0.20773732662200928,0.133452907204628,0.5133167505264282,0.4135165214538574,0.3461119830608368,0.2794804275035858,-0.00023585933377034962,-0.048001065850257874,-0.05707857757806778,-0.07902710139751434,-0.09252215176820755,0.006390880327671766,-0.03128541260957718,-0.06021517142653465,-0.07899963110685349,-0.01977195404469967,-0.05334414914250374,-0.0915280282497406,-0.1167902871966362,-0.06685130298137665,-0.11267238855361938,-0.17276903986930847,-0.2247200906276703,-0.11663183569908142,-0.17086277902126312,-0.22609606385231018,-0.28218621015548706
0.5591209530830383,0.6684770584106445,0.6814658045768738,0.5082849264144897,0.38810473680496216,0.5668468475341797,0.5493746399879456,0.5436304807662964,0.5402933955192566,0.45387107133865356,0.41785749793052673,0.3958969712257385,0.38325998187065125,0.3623032569885254,0.30628493428230286,0.27942758798599243,0.260223388671875,0.28906524181365967,0.21193155646324158,0.16287782788276672,0.11988145112991333,0.7674754858016968,0.6746368408203125,0.5203207731246948,0.49520567059516907,0.5714856386184692,0.4043939411640167,0.26491835713386536,0.1805761307477951,0.11078628897666931,0.4145655930042267,0.2699907422065735,0.1815086007118225,0.10616785287857056,0.45291680097579956,0.32484492659568787,0.24297378957271576,0.16627366840839386,0.5201154351234436,0.4314906597137451,0.3630014955997467,0.2895163595676422,-0.0002104658487951383,-0.1779484748840332,-0.2742856740951538,-0.3320752680301666,-0.34200993180274963,-0.1067643016576767,-0.18515658378601074,-0.20892781019210815,-0.23528574407100677,-0.08646804094314575,-0.15409018099308014,-0.19583840668201447,-0.2380663901567459,-0.09432146698236465,-0.16399139165878296,-0.2023460865020752,-0.24165552854537964,-0.12298151850700378,-0.17015361785888672,-0.2231854796409607,-0.27026626467704773
0.548516035079956,0.6501703262329102,0.6500145196914673,0.4870278835296631,0.35397475957870483,0.557173490524292,0.5404118299484253,0.521998941898346,0.51401287317276,0.44652602076530457,0.4178195893764496,0.3857991695404053,0.37932541966438293,0.3637588620185852,0.2994896173477173,0.2628331184387207,0.24908247590065002,0.3096453845500946,0.2971636652946472,0.3496757745742798,0.3980313837528229,0.7588926553726196,0.6658052206039429,0.518310546875,0.49118179082870483,0.5369138717651367,0.407624751329422,0.2773129343986511,0.19559158384799957,0.12732604146003723,0.4194995164871216,0.27872133255004883,0.18891675770282745,0.11956322193145752,0.4675789177417755,0.3363535404205322,0.255501925945282,0.18033042550086975,0.5473785400390625,0.4845239222049713,0.5363719463348389,0.5844219923019409,-0.00020979391410946846,-0.13330939412117004,-0.20174045860767365,-0.24080635607242584,-0.2292189747095108,-0.07453057169914246,-0.15191486477851868,-0.17893826961517334,-0.19856363534927368,-0.07847510278224945,-0.12657691538333893,-0.1362541764974594,-0.13883182406425476,-0.10491836816072464,-0.20921854674816132,-0.2275293618440628,-0.22594189643859863,-0.14727658033370972,-0.2671356201171875,-0.29845502972602844,-0.3054437041282654
0.539663553237915,0.6478397846221924,0.6708692908287048,0.529741644859314,0.3799608051776886,0.5697123408317566,0.5790078639984131,0.5786805748939514,0.5796347856521606,0.46035945415496826,0.3934347927570343,0.3465534448623657,0.31777387857437134,0.3820152282714844,0.3458881378173828,0.42886796593666077,0.48115891218185425,0.32874470949172974,0.3085699677467346,0.3805733323097229,0.43021780252456665,0.7511785626411438,0.6717996597290039,0.5257192850112915,0.45681092143058777,0.4575314223766327,0.42609167098999023,0.28571346402168274,0.20620080828666687,0.1379014551639557,0.4442257881164551,0.3123781979084015,0.22294770181179047,0.15843692421913147,0.4979868233203888,0.4351886808872223,0.5147241950035095,0.5778224468231201,0.5697083473205566,0.5105544924736023,0.564328134059906,0.609984278678894,-0.0002315978636033833,-0.13952648639678955,-0.19865091145038605,-0.22220806777477264,-0.19963860511779785,-0.09467256814241409,-0.15789435803890228,-0.17332446575164795,-0.18866516649723053,-0.09565220028162003,-0.18180182576179504,-0.23984183371067047,-0.2854604125022888,-0.11397641152143478,-0.28378430008888245,-0.2994140088558197,-0.2730882167816162,-0.13917970657348633,-0.2990443706512451,-0.33959656953811646,-0.3428694009780884
0.5693553686141968,0.7119250297546387,0.7965221405029297,0.6833712458610535,0.5373981595039368,0.6598188281059265,0.6250815391540527,0.6527203917503357,0.6601657867431641,0.5448718070983887,0.4992450773715973,0.5589289665222168,0.5656841993331909,0.43928542733192444,0.3905307650566101,0.472565233707428,0.47603699564933777,0.34727874398231506,0.3089030981063843,0.3853445053100586,0.3902812600135803,0.5665971040725708,0.48636215925216675,0.36271804571151733,0.29312872886657715,0.32224905490875244,0.2957148551940918,0.2158956229686737,0.3153645694255829,0.34430527687072754,0.32051581144332886,0.22446681559085846,0.34566593170166016,0.3644341230392456,0.3627241849899292,0.2818048298358917,0.39586710929870605,0.41168367862701416,0.42113736271858215,0.3606220483779907,0.4287291169166565,0.44661232829093933,-2.765515455394052e-05,-0.17196640372276306,-0.33115261793136597,-0.4429340362548828,-0.4719606935977936,-0.2244771420955658,-0.3707931339740753,-0.2740544080734253,-0.1633070558309555,-0.23455162346363068,-0.5065297484397888,-0.47017526626586914,-0.3796105980873108,-0.2647706866264343,-0.5110035538673401,-0.4353242814540863,-0.33868664503097534,-0.3038368225097656,-0.4431092143058777,-0.4341961741447449,-0.41111573576927185
0.46146708726882935,0.5729116201400757,0.6556228399276733,0.5648741126060486,0.4469030499458313,0.5654708743095398,0.5697855949401855,0.5747977495193481,0.5739098787307739,0.47354355454444885,0.47612324357032776,0.4904415011405945,0.49398595094680786,0.39286303520202637,0.392939954996109,0.42706817388534546,0.4313000738620758,0.31824344396591187,0.3172077536582947,0.3600795865058899,0.36546677350997925,0.7683551907539368,0.7443795800209045,0.616461455821991,0.5187427401542664,0.5183702111244202,0.466770201921463,0.3312377333641052,0.24116112291812897,0.14823240041732788,0.476242333650589,0.40476736426353455,0.52422034740448,0.5636717677116394,0.5067048072814941,0.45169636607170105,0.5728518962860107,0.6010434627532959,0.5541612505912781,0.49707189202308655,0.57429438829422,0.5982290506362915,-0.0001552568282932043,-0.15997685492038727,-0.2765755355358124,-0.3509195148944855,-0.3601469099521637,-0.15133988857269287,-0.25466474890708923,-0.2955400347709656,-0.3262616693973541,-0.1421939581632614,-0.3210243582725525,-0.30286791920661926,-0.2588918209075928,-0.1581328809261322,-0.3291163146495819,-0.2963160276412964,-0.2468518763780594,-0.18268370628356934,-0.2980135381221771,-0.29380476474761963,-0.2836824953556061
0.5486416220664978,0.6515620946884155,0.6811180114746094,0.5510867238044739,0.44600415229797363,0.5769798755645752,0.5625696778297424,0.5534330010414124,0.5455806255340576,0.4844231903553009,0.4504220485687256,0.4287123680114746,0.4183356463909149,0.41191303730010986,0.36087876558303833,0.335928738117218,0.3239603638648987,0.3542787730693817,0.2986691892147064,0.2672845721244812,0.24565593898296356,0.8464429974555969,0.7788206934928894,0.6160951852798462,0.5679008364677429,0.6220823526382446,0.49309056997299194,0.34269076585769653,0.24854066967964172,0.1674422025680542,0.49851953983306885,0.34550756216049194,0.24607691168785095,0.16546714305877686,0.5363648533821106,0.4027484357357025,0.3138447403907776,0.2375199794769287,0.6045758128166199,0.5031731724739075,0.4327888488769531,0.3625704050064087,-0.00019794900435954332,-0.1386624574661255,-0.21285629272460938,-0.2546166181564331,-0.26131653785705566,-0.10138579457998276,-0.15710625052452087,-0.18406665325164795,-0.21114331483840942,-0.08163515478372574,-0.10783977806568146,-0.13371604681015015,-0.16975778341293335,-0.07619503885507584,-0.10770657658576965,-0.14525990188121796,-0.18668295443058014,-0.08792825788259506,-0.1158059686422348,-0.1515488475561142,-0.18512196838855743
0.5810800194740295,0.6572200059890747,0.6613697409629822,0.5440862774848938,0.4313204288482666,0.6035671830177307,0.603211522102356,0.6040234565734863,0.5971668362617493,0.5117794275283813,0.4712364077568054,0.4597874581813812,0.44958993792533875,0.4430656433105469,0.3813660740852356,0.3500000238418579,0.3218608498573303,0.3927075266838074,0.37927547097206116,0.4144861102104187,0.44101953506469727,0.743540346622467,0.7005267143249512,0.5808614492416382,0.5155172944068909,0.4776713252067566,0.44359850883483887,0.32037487626075745,0.22411730885505676,0.14386555552482605,0.4429362714290619,0.31498441100120544,0.21749067306518555,0.1507272720336914,0.4841148257255554,0.36016833782196045,0.2722499370574951,0.19139587879180908,0.5555845499038696,0.49007120728492737,0.5419373512268066,0.594629168510437,-7.657743117306381e-05,-0.1564398854970932,-0.20856253802776337,-0.23497161269187927,-0.22251524031162262,-0.0911688283085823,-0.15183548629283905,-0.17009294033050537,-0.17879238724708557,-0.0651824027299881,-0.118236243724823,-0.1288309395313263,-0.11437461525201797,-0.06987650692462921,-0.1552162617444992,-0.2013850063085556,-0.2175164669752121,-0.0844048410654068,-0.21026909351348877,-0.2527388632297516,-0.24558736383914948
0.531415581703186,0.6427452564239502,0.665473461151123,0.5427746772766113,0.4118598997592926,0.5780976414680481,0.5924369096755981,0.5947510004043579,0.5936226844787598,0.4797307550907135,0.42816025018692017,0.39180830121040344,0.3655901551246643,0.40697750449180603,0.36354684829711914,0.4302622377872467,0.4781719744205475,0.3548021912574768,0.3281722664833069,0.391394704580307,0.4435305893421173,0.7502526044845581,0.7242660522460938,0.5724601745605469,0.47779515385627747,0.4457436501979828,0.4243786036968231,0.27753716707229614,0.17406311631202698,0.09234493970870972,0.4349880516529083,0.28326690196990967,0.16532599925994873,0.07210355997085571,0.4875144064426422,0.4257533848285675,0.5261295437812805,0.601454496383667,0.5635864734649658,0.4988797903060913,0.5746155381202698,0.6391074657440186,-0.0001596568472450599,-0.16316944360733032,-0.22683872282505035,-0.2603549361228943,-0.2447470873594284,-0.11139428615570068,-0.20515699684619904,-0.211603045463562,-0.19019871950149536,-0.09977810084819794,-0.18174225091934204,-0.21072091162204742,-0.22029636800289154,-0.10898344963788986,-0.3019012212753296,-0.33040013909339905,-0.293384313583374,-0.12738585472106934,-0.2983322739601135,-0.33385053277015686,-0.31583720445632935
